t,ts,demand,R,R_target,u_hat,spread,rho_t,violated,viol_rate,z
212,2023-10-24 23:00:00,48786.55,76789.65840374392,61635.65533322704,49250.375,9408.97265625,0.0,0,0.0,0.10882709
213,2023-10-24 23:15:00,48583.32,70559.97174040135,56024.03619260204,45088.2421875,8307.8125,0.0,0,0.0,0.11643052
214,2023-10-24 23:30:00,49546.44,65391.756382184,53332.58721301021,43374.2890625,7565.21875,0.0,0,0.0,0.08039743
215,2023-10-24 23:45:00,45028.37,61646.510462426755,52907.60331632653,43273.15234375,7319.1953125,0.0,0,0.0,0.24943128
216,2023-10-25 00:00:00,40300.82,58535.29055073954,51275.777423469386,41600.58203125,7350.1484375,0.0,0,0.0,0.4263024
217,2023-10-25 00:15:00,37869.25,55352.13680388503,47924.77806122449,38227.359375,7367.03125,0.0,0,0.0,0.5172744
218,2023-10-25 00:30:00,31189.19,51998.87888612513,44174.61041135204,34579.7109375,7289.1484375,0.0,0,0.0,0.7671944
219,2023-10-25 00:45:00,30009.91,48299.88267684052,39668.891521843114,29988.669921875,7353.966796875,0.0,0,0.0,0.8113146
220,2023-10-25 01:00:00,27515.27,44591.09008759576,35937.24071269133,26154.99609375,7431.47265625,0.0,0,0.0,0.9046462
221,2023-10-25 01:15:00,20238.49,41150.61451818884,33122.83818957271,23043.4765625,7657.189453125,0.0,0,0.0,1.1768912
222,2023-10-25 01:30:00,15880.05,38006.40503318818,30669.916234853317,19971.953125,8127.134765625,0.0,0,0.0,1.3399528
223,2023-10-25 01:45:00,13117.32,35194.48431046068,28633.33595742985,17360.65234375,8563.744140625,0.0,0,0.0,1.4433144
224,2023-10-25 02:00:00,11666.14,32746.02988745959,27032.969567123724,15335.5546875,8886.408203125,0.0,0,0.0,1.4976072
225,2023-10-25 02:15:00,10709.1,30663.003345089695,25802.60807955995,13827.17578125,9097.615234375,0.0,0,0.0,1.5334127
226,2023-10-25 02:30:00,16224.28,28920.0017795411,24852.998126594386,12692.7890625,9237.98828125,0.0,0,0.0,1.3270742
227,2023-10-25 02:45:00,15202.8,27478.651604416016,24115.501195790817,12055.1015625,9162.1640625,0.0,0,0.0,1.3652906
228,2023-10-25 03:00:00,15586.55,26299.508456876287,23548.174445950255,11554.69921875,9111.322265625,0.0,0,0.0,1.3509336
229,2023-10-25 03:15:00,12688.86,25331.772304140566,23073.721281090562,11188.1796875,9029.326171875,0.0,0,0.0,1.4593444
230,2023-10-25 03:30:00,11108.43,24536.14594213947,22679.684430803572,10817.6953125,9011.43359375,0.0,0,0.0,1.5184728
231,2023-10-25 03:45:00,7838.97,23877.79974001421,22341.658601721938,10499.640625,8996.26171875,0.0,0,0.0,1.6407926
232,2023-10-25 04:00:00,6984.81,23335.14807534413,22068.960857780614,10175.45703125,9035.375,0.0,0,0.0,1.6727492
233,2023-10-25 04:15:00,8098.69,22894.079665177112,21864.920041454083,9941.953125,9057.7578125,0.0,0,0.0,1.6310756
234,2023-10-25 04:30:00,9108.91,22565.16748038801,21797.705715880104,9889.59375,9046.47265625,0.0,0,0.0,1.5932804
235,2023-10-25 04:45:00,9994.68,22389.314677279257,21978.99147002551,10026.58203125,9080.125,0.0,0,0.0,1.5601413
236,2023-10-25 05:00:00,13776.38,22437.232363540632,22549.04029815051,10373.65234375,9249.51953125,0.0,0,0.0,1.4186572
237,2023-10-25 05:15:00,13421.51,22889.296967695915,23944.114377391583,11248.78515625,9644.513671875,0.0,0,0.0,1.4319339
238,2023-10-25 05:30:00,13047.43,23948.599570626935,26420.305644132655,12578.6796875,10515.34375,0.0,0,0.0,1.4459293
239,2023-10-25 05:45:00,16523.05,25712.589788724566,29828.566964285714,14333.08984375,11771.7578125,0.0,0,0.0,1.3158964
240,2023-10-25 06:00:00,20178.06,28366.607265771097,34559.31471221301,17054.9921875,13297.857421875,0.0,0,0.0,1.179152
241,2023-10-25 06:15:00,25166.08,32123.00371725788,40887.92877072704,21232.79296875,14931.80859375,0.0,0,0.0,0.99253607
242,2023-10-25 06:30:00,31072.91,36970.06013356967,48279.8584382972,27423.458984375,15844.396484375,0.0,0,0.0,0.77154475
243,2023-10-25 06:45:00,36114.0,42536.06411199366,55523.40672831633,35707.6328125,15053.84375,0.0,0,0.0,0.58294326
244,2023-10-25 07:00:00,40924.89,48646.13342271955,62902.96181441327,44733.984375,13802.7890625,0.0,0,0.0,0.40295416
245,2023-10-25 07:15:00,46825.11,54405.66348518939,67844.56696428571,51618.9296875,12326.453125,0.0,0,0.0,0.18221019
246,2023-10-25 07:30:00,55764.75,58969.50341444124,69618.46324936225,55556.8359375,10682.4765625,0.0,0,0.0,0.15224718
247,2023-10-25 07:45:00,58572.21,62870.34865126958,71972.32087053571,59057.8515625,9810.9921875,0.0,0,0.0,0.2572823
248,2023-10-25 08:00:00,60553.15,66133.82123621396,73748.59060108419,61524.48828125,9286.52734375,0.0,0,0.0,0.3313948
249,2023-10-25 08:15:00,58757.14,68834.03622536252,75134.53786670919,63218.0703125,9052.8203125,0.0,0,0.0,0.26420102
250,2023-10-25 08:30:00,62423.61,70755.36930705223,75238.4798309949,63491.46875,8924.0859375,0.0,0,0.0,0.40137404
251,2023-10-25 08:45:00,63589.77,72476.13179299778,76491.24426020408,64378.3046875,9202.078125,0.0,0,0.0,0.44500342
